"","imID","klass","H3label","H2label","H1label","H3class","H2class","H1class","label","x","y","width","height","image"
"441f515b-bf83-4eea-8eb6-a9d94e718200","441f515b-bf83-4eea-8eb6-a9d94e718200",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",143,300,451,542,"0964/441f515bbf834eea8eb6a9d94e718200.jpg"
"443a1d16-5d59-4e77-a670-d6190157c319","443a1d16-5d59-4e77-a670-d6190157c319",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",187,122,534,604,"0757/443a1d165d594e77a670d6190157c319.jpg"
"443f29de-969f-4165-b79d-cc2480b75634","443f29de-969f-4165-b79d-cc2480b75634",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",337,244,361,351,"1009/443f29de969f4165b79dcc2480b75634.jpg"
"445edb15-bd7f-4af3-8bd5-c6ad9677bb31","445edb15-bd7f-4af3-8bd5-c6ad9677bb31",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",179,178,814,463,"0881/445edb15bd7f4af38bd5c6ad9677bb31.jpg"
"44e09805-5a25-4f17-a716-4ad4a331b174","44e09805-5a25-4f17-a716-4ad4a331b174",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",215,138,374,576,"0881/44e098055a254f17a7164ad4a331b174.jpg"
"44fee181-97a9-4f62-9252-d81a3df1c07a","44fee181-97a9-4f62-9252-d81a3df1c07a",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",202,150,374,412,"0965/44fee18197a94f629252d81a3df1c07a.jpg"
"451550d7-6ff9-42b5-938c-9e20ee960bf6","451550d7-6ff9-42b5-938c-9e20ee960bf6",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",253,270,427,367,"0886/451550d76ff942b5938c9e20ee960bf6.jpg"
"4543dad4-30a9-402c-b92b-cff48840e347","4543dad4-30a9-402c-b92b-cff48840e347",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",262,252,525,362,"0862/4543dad430a9402cb92bcff48840e347.jpg"
"4588e6fd-a76b-4fe3-8acf-b37c304982ab","4588e6fd-a76b-4fe3-8acf-b37c304982ab",759,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Breeding male)",289,55,551,709,"0759/4588e6fda76b4fe38acfb37c304982ab.jpg"
"46261fc8-e84f-4f32-b99d-8c94f104dc13","46261fc8-e84f-4f32-b99d-8c94f104dc13",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",93,113,477,373,"0965/46261fc8e84f4f32b99d8c94f104dc13.jpg"
"465aea79-813f-486e-84a1-ed78b249f4f5","465aea79-813f-486e-84a1-ed78b249f4f5",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",8,68,947,472,"0968/465aea79813f486e84a1ed78b249f4f5.jpg"
"46d6b8ad-7f31-441e-92d2-0cc16d3d99ce","46d6b8ad-7f31-441e-92d2-0cc16d3d99ce",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",52,159,539,442,"0883/46d6b8ad7f31441e92d20cc16d3d99ce.jpg"
"4755ed85-2549-4140-9d3a-44d9744dcba4","4755ed85-2549-4140-9d3a-44d9744dcba4",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",194,73,559,459,"0876/4755ed85254941409d3a44d9744dcba4.jpg"
"47960f80-42b7-4397-a852-ec55d716c652","47960f80-42b7-4397-a852-ec55d716c652",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",171,143,509,562,"0761/47960f8042b74397a852ec55d716c652.jpg"
"47ed5efd-4ec9-4b74-bb4e-a5f5cf0c3e7d","47ed5efd-4ec9-4b74-bb4e-a5f5cf0c3e7d",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",312,153,662,426,"0862/47ed5efd4ec94b74bb4ea5f5cf0c3e7d.jpg"
"48077111-b86b-4612-910f-90a5d168d77f","48077111-b86b-4612-910f-90a5d168d77f",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",385,153,449,383,"0886/48077111b86b4612910f90a5d168d77f.jpg"
"480d45dd-4a9b-4300-a5f3-ba8d7a02d63b","480d45dd-4a9b-4300-a5f3-ba8d7a02d63b",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",74,218,369,498,"0756/480d45dd4a9b4300a5f3ba8d7a02d63b.jpg"
"482309df-4e1a-4e16-9ff4-1fad23b58c89","482309df-4e1a-4e16-9ff4-1fad23b58c89",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",90,114,426,446,"0747/482309df4e1a4e169ff41fad23b58c89.jpg"
"487eb157-d359-4ed2-af34-867634764134","487eb157-d359-4ed2-af34-867634764134",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",183,153,531,479,"0963/487eb157d3594ed2af34867634764134.jpg"
"487f763e-56c8-48cc-95ae-bcc01459f87d","487f763e-56c8-48cc-95ae-bcc01459f87d",869,"Perching Birds","Wood-Warblers","MacGillivray's Warbler",22,207,305,"MacGillivray's Warbler",80,141,600,507,"0869/487f763e56c848cc95aebcc01459f87d.jpg"
"488ccc56-9c31-4fe5-bd4c-ba17c96c5c38","488ccc56-9c31-4fe5-bd4c-ba17c96c5c38",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",153,217,712,356,"0964/488ccc569c314fe5bd4cba17c96c5c38.jpg"
"48a713b0-26bf-4d30-9463-d469f340773b","48a713b0-26bf-4d30-9463-d469f340773b",869,"Perching Birds","Wood-Warblers","MacGillivray's Warbler",22,207,305,"MacGillivray's Warbler",125,59,511,372,"0869/48a713b026bf4d309463d469f340773b.jpg"
"48dca0e0-0044-48a4-9c41-51a797097fa8","48dca0e0-0044-48a4-9c41-51a797097fa8",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",423,180,440,363,"0798/48dca0e0004448a49c4151a797097fa8.jpg"
"48ed65a5-471f-41af-86ec-3793805c116d","48ed65a5-471f-41af-86ec-3793805c116d",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",230,200,781,389,"0881/48ed65a5471f41af86ec3793805c116d.jpg"
"49150900-7f25-4ce8-8d10-9b47a71d1997","49150900-7f25-4ce8-8d10-9b47a71d1997",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",217,74,462,368,"0864/491509007f254ce88d109b47a71d1997.jpg"
"493a7847-8cd3-4c63-964d-04a26abd142b","493a7847-8cd3-4c63-964d-04a26abd142b",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",291,75,352,432,"0864/493a78478cd34c63964d04a26abd142b.jpg"
"498e77c4-c477-422b-b62b-8510afaaaf7e","498e77c4-c477-422b-b62b-8510afaaaf7e",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",187,101,539,470,"0761/498e77c4c477422bb62b8510afaaaf7e.jpg"
"49aada36-b662-416c-93ae-9eab6598bfae","49aada36-b662-416c-93ae-9eab6598bfae",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",388,185,443,354,"0883/49aada36b662416c93ae9eab6598bfae.jpg"
"49f04579-ee71-4d96-a994-24391958a773","49f04579-ee71-4d96-a994-24391958a773",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",214,164,602,699,"1009/49f04579ee714d96a99424391958a773.jpg"
"4a022222-056d-461c-ab02-39fac9647552","4a022222-056d-461c-ab02-39fac9647552",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",320,163,481,447,"0860/4a022222056d461cab0239fac9647552.jpg"
"4a033d75-241c-412b-bb39-1e42121b25eb","4a033d75-241c-412b-bb39-1e42121b25eb",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",49,73,791,553,"0876/4a033d75241c412bbb391e42121b25eb.jpg"
"4a32e3ce-81b2-43cd-ba24-e6b0071321b7","4a32e3ce-81b2-43cd-ba24-e6b0071321b7",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",358,174,586,372,"0870/4a32e3ce81b243cdba24e6b0071321b7.jpg"
"4a4c76cb-efd9-4c61-97df-559692bf7f03","4a4c76cb-efd9-4c61-97df-559692bf7f03",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",112,131,730,464,"0958/4a4c76cbefd94c6197df559692bf7f03.jpg"
"4a512739-461c-4f39-b3c0-dadaffe2ee6d","4a512739-461c-4f39-b3c0-dadaffe2ee6d",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",204,103,484,562,"0876/4a512739461c4f39b3c0dadaffe2ee6d.jpg"
"4a662a25-6979-47e9-8166-ad2685090e3d","4a662a25-6979-47e9-8166-ad2685090e3d",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",107,145,544,381,"0963/4a662a25697947e98166ad2685090e3d.jpg"
"4a87911a-d5be-4d4e-ab8e-3d1f581bf507","4a87911a-d5be-4d4e-ab8e-3d1f581bf507",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",101,301,754,440,"0866/4a87911ad5be4d4eab8e3d1f581bf507.jpg"
"4aab5f79-1711-470f-ad30-9bb3fd1baae1","4aab5f79-1711-470f-ad30-9bb3fd1baae1",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",384,299,380,544,"0965/4aab5f791711470fad309bb3fd1baae1.jpg"
"4b6a6d72-6190-46f1-a2a5-645f373e1885","4b6a6d72-6190-46f1-a2a5-645f373e1885",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",338,61,629,451,"0963/4b6a6d72619046f1a2a5645f373e1885.jpg"
"4b7995b1-5f55-45a7-8355-083c3ec59790","4b7995b1-5f55-45a7-8355-083c3ec59790",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",126,60,458,488,"0883/4b7995b15f5545a78355083c3ec59790.jpg"
"4bd34581-94d8-4e88-8c89-5cef864ca3be","4bd34581-94d8-4e88-8c89-5cef864ca3be",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",75,89,578,496,"0881/4bd3458194d84e888c895cef864ca3be.jpg"
"4bd81bc6-c13d-46df-95a9-485886dc7c1b","4bd81bc6-c13d-46df-95a9-485886dc7c1b",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",414,133,561,388,"0864/4bd81bc6c13d46df95a9485886dc7c1b.jpg"
"4c530c3c-6aab-492a-94d1-9c01797bde40","4c530c3c-6aab-492a-94d1-9c01797bde40",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",260,182,583,480,"0860/4c530c3c6aab492a94d19c01797bde40.jpg"
"4c78b78c-193e-4a1e-8bb2-394add325fda","4c78b78c-193e-4a1e-8bb2-394add325fda",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",344,125,501,478,"0760/4c78b78c193e4a1e8bb2394add325fda.jpg"
"4cf0ac20-ce60-40ba-8078-4053ef50451c","4cf0ac20-ce60-40ba-8078-4053ef50451c",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",68,93,628,486,"0756/4cf0ac20ce6040ba80784053ef50451c.jpg"
"4d0f5e78-8cbe-4922-a3e8-8ae531805012","4d0f5e78-8cbe-4922-a3e8-8ae531805012",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",218,175,712,478,"0966/4d0f5e788cbe4922a3e88ae531805012.jpg"
"4d28f75a-a9c3-49dd-8aa8-00304af6e40b","4d28f75a-a9c3-49dd-8aa8-00304af6e40b",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",182,302,506,365,"0886/4d28f75aa9c349dd8aa800304af6e40b.jpg"
"4d6a40e5-9c93-417b-b387-a1168e6485d4","4d6a40e5-9c93-417b-b387-a1168e6485d4",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",149,270,430,530,"0798/4d6a40e59c93417bb387a1168e6485d4.jpg"
"4da2c5c5-0fa0-448a-81a0-9a09359e8ddc","4da2c5c5-0fa0-448a-81a0-9a09359e8ddc",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",278,168,590,414,"0798/4da2c5c50fa0448a81a09a09359e8ddc.jpg"
"4da99fdd-1f40-4bbb-8e21-8833eef313f5","4da99fdd-1f40-4bbb-8e21-8833eef313f5",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",286,198,631,449,"0881/4da99fdd1f404bbb8e218833eef313f5.jpg"
"4de59e12-de31-4cb5-9d94-14010909227c","4de59e12-de31-4cb5-9d94-14010909227c",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",79,75,926,473,"0964/4de59e12de314cb59d9414010909227c.jpg"
"4dfd99b4-a016-4157-b14b-d7fe902e411f","4dfd99b4-a016-4157-b14b-d7fe902e411f",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",122,136,389,368,"0963/4dfd99b4a0164157b14bd7fe902e411f.jpg"
"4e08eca7-c59e-4ac4-95f1-fa632d5d0951","4e08eca7-c59e-4ac4-95f1-fa632d5d0951",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",21,122,825,505,"0866/4e08eca7c59e4ac495f1fa632d5d0951.jpg"
"4e2ca4bc-52c7-4c27-9610-776441231e42","4e2ca4bc-52c7-4c27-9610-776441231e42",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",193,157,381,531,"0958/4e2ca4bc52c74c279610776441231e42.jpg"
"4e626425-63c8-484a-8a1d-e66ee4e0bef8","4e626425-63c8-484a-8a1d-e66ee4e0bef8",868,"Perching Birds","Wood-Warblers","Nashville Warbler",22,207,293,"Nashville Warbler",154,177,743,506,"0868/4e62642563c8484a8a1de66ee4e0bef8.jpg"
"4e901bd4-5495-4988-891b-ba5164f676ae","4e901bd4-5495-4988-891b-ba5164f676ae",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",81,183,805,675,"0958/4e901bd454954988891bba5164f676ae.jpg"
"4f024637-f98a-409a-baa0-fc4989d80667","4f024637-f98a-409a-baa0-fc4989d80667",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",38,105,725,461,"0760/4f024637f98a409abaa0fc4989d80667.jpg"
"4f0a3b4c-afbf-486e-b248-1d54982f54b4","4f0a3b4c-afbf-486e-b248-1d54982f54b4",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",40,90,753,500,"0862/4f0a3b4cafbf486eb2481d54982f54b4.jpg"
"4f695df5-afac-4da7-9875-fee39b0b24ad","4f695df5-afac-4da7-9875-fee39b0b24ad",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",283,141,694,378,"0860/4f695df5afac4da79875fee39b0b24ad.jpg"
"4f894d8e-1088-40a3-b793-a6609ea5b516","4f894d8e-1088-40a3-b793-a6609ea5b516",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",85,83,728,523,"1009/4f894d8e108840a3b793a6609ea5b516.jpg"
"4f8ae92b-a4ab-4020-b4fb-80c5615e76ac","4f8ae92b-a4ab-4020-b4fb-80c5615e76ac",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",230,142,737,468,"0757/4f8ae92ba4ab4020b4fb80c5615e76ac.jpg"
"4fa820f8-0b72-4cc5-a197-4a6ecd5180b8","4fa820f8-0b72-4cc5-a197-4a6ecd5180b8",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",395,66,441,498,"0963/4fa820f80b724cc5a1974a6ecd5180b8.jpg"
"4faaa503-45d9-43fa-bddb-707274a341ff","4faaa503-45d9-43fa-bddb-707274a341ff",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",20,227,551,789,"0757/4faaa50345d943fabddb707274a341ff.jpg"
"4faef8f1-72b3-499f-83d5-200ad1b632f8","4faef8f1-72b3-499f-83d5-200ad1b632f8",967,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Female/immature male)",90,40,924,613,"0967/4faef8f172b3499f83d5200ad1b632f8.jpg"
"4fb5a164-40ad-430f-88e8-f67061f49874","4fb5a164-40ad-430f-88e8-f67061f49874",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",47,175,720,422,"0965/4fb5a16440ad430f88e8f67061f49874.jpg"
"4fcf5ea1-c2e0-44b9-b07f-26cbf07e1801","4fcf5ea1-c2e0-44b9-b07f-26cbf07e1801",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",336,139,545,610,"0756/4fcf5ea1c2e044b9b07f26cbf07e1801.jpg"
"4fd01351-b63f-4287-b4f8-52a92c30364a","4fd01351-b63f-4287-b4f8-52a92c30364a",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",511,129,419,522,"0867/4fd01351b63f4287b4f852a92c30364a.jpg"
"4fd0aafb-6cc0-43d6-993a-c55a6e18a7ba","4fd0aafb-6cc0-43d6-993a-c55a6e18a7ba",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",94,101,541,409,"0885/4fd0aafb6cc043d6993ac55a6e18a7ba.jpg"
"501bd700-5bec-49bf-97ca-2989e750af1f","501bd700-5bec-49bf-97ca-2989e750af1f",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",309,157,505,580,"0747/501bd7005bec49bf97ca2989e750af1f.jpg"
"502b4136-75c7-45d3-a295-7b8a1d34165e","502b4136-75c7-45d3-a295-7b8a1d34165e",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",137,340,357,487,"0966/502b413675c745d3a2957b8a1d34165e.jpg"
"502c313f-2139-46a5-a3bd-1cb2cb6fc171","502c313f-2139-46a5-a3bd-1cb2cb6fc171",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",153,165,788,395,"0747/502c313f213946a5a3bd1cb2cb6fc171.jpg"
"5031254b-3687-4337-b153-dfb653c6c96e","5031254b-3687-4337-b153-dfb653c6c96e",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",367,191,414,499,"0870/5031254b36874337b153dfb653c6c96e.jpg"
"5085d424-b3f5-461b-a1c7-f7ca55abcf4f","5085d424-b3f5-461b-a1c7-f7ca55abcf4f",884,"Perching Birds","Wood-Warblers","Canada Warbler",22,207,736,"Canada Warbler",234,248,407,719,"0884/5085d424b3f5461ba1c7f7ca55abcf4f.jpg"
"508f60ba-f12b-4ea0-b1ef-0fc4ea7b8114","508f60ba-f12b-4ea0-b1ef-0fc4ea7b8114",868,"Perching Birds","Wood-Warblers","Nashville Warbler",22,207,293,"Nashville Warbler",130,132,711,481,"0868/508f60baf12b4ea0b1ef0fc4ea7b8114.jpg"
"50a1b60e-3a29-44bf-b606-d4bd3746fea9","50a1b60e-3a29-44bf-b606-d4bd3746fea9",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",156,158,499,374,"0867/50a1b60e3a2944bfb606d4bd3746fea9.jpg"
"512a797a-315b-439e-9a9d-855929351fd0","512a797a-315b-439e-9a9d-855929351fd0",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",189,126,389,386,"0883/512a797a315b439e9a9d855929351fd0.jpg"
"514dfadb-f389-4134-baff-c7a7d820a6dd","514dfadb-f389-4134-baff-c7a7d820a6dd",967,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Female/immature male)",133,188,819,447,"0967/514dfadbf3894134baffc7a7d820a6dd.jpg"
"517a9189-9623-4ed7-a37e-48788791e028","517a9189-9623-4ed7-a37e-48788791e028",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",97,197,503,542,"0885/517a918996234ed7a37e48788791e028.jpg"
"51ad5c68-b656-4290-86d5-14d069b636b6","51ad5c68-b656-4290-86d5-14d069b636b6",967,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Female/immature male)",69,196,660,388,"0967/51ad5c68b656429086d514d069b636b6.jpg"
"51c254cd-7204-4b86-a52a-0653db3c7e78","51c254cd-7204-4b86-a52a-0653db3c7e78",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",202,156,384,466,"0876/51c254cd72044b86a52a0653db3c7e78.jpg"
"51f89f96-df5b-4df3-b7fe-f3f8827e7c57","51f89f96-df5b-4df3-b7fe-f3f8827e7c57",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",178,198,555,357,"0964/51f89f96df5b4df3b7fef3f8827e7c57.jpg"
"5225e532-2812-41d9-8ef0-0fbfc612784e","5225e532-2812-41d9-8ef0-0fbfc612784e",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",414,247,409,371,"0885/5225e532281241d98ef00fbfc612784e.jpg"
"524b2e98-5767-4d53-942c-ebae6925659b","524b2e98-5767-4d53-942c-ebae6925659b",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",6,62,793,634,"0860/524b2e9857674d53942cebae6925659b.jpg"
"527ced51-8e53-4aab-ab05-86df219104c0","527ced51-8e53-4aab-ab05-86df219104c0",875,"Perching Birds","Wood-Warblers","Yellow Warbler",22,207,573,"Yellow Warbler",263,77,729,401,"0875/527ced518e534aabab0586df219104c0.jpg"
"533dddc4-3669-4df9-9d77-57ae832356ca","533dddc4-3669-4df9-9d77-57ae832356ca",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",70,172,638,368,"0964/533dddc436694df99d7757ae832356ca.jpg"
"53432649-cad2-4257-959e-163f2a491013","53432649-cad2-4257-959e-163f2a491013",870,"Perching Birds","Wood-Warblers","Mourning Warbler",22,207,308,"Mourning Warbler",75,231,631,367,"0870/53432649cad24257959e163f2a491013.jpg"
"5383b320-1518-4095-a58e-5cc1ae30b64c","5383b320-1518-4095-a58e-5cc1ae30b64c",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",82,156,571,386,"0860/5383b32015184095a58e5cc1ae30b64c.jpg"
"53a44b67-3de8-48e3-b243-fe706927d28f","53a44b67-3de8-48e3-b243-fe706927d28f",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",77,111,544,658,"0964/53a44b673de848e3b243fe706927d28f.jpg"
"53a65b48-8b0c-4a1d-9ebb-a27a259c5bc6","53a65b48-8b0c-4a1d-9ebb-a27a259c5bc6",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",109,114,509,527,"0761/53a65b488b0c4a1d9ebba27a259c5bc6.jpg"
"53a9cf7c-93c4-41b9-952f-07d17f7a17b2","53a9cf7c-93c4-41b9-952f-07d17f7a17b2",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",64,74,605,394,"0862/53a9cf7c93c441b9952f07d17f7a17b2.jpg"
"53ad6b78-a72c-44b3-81c4-e0064bf6fe8a","53ad6b78-a72c-44b3-81c4-e0064bf6fe8a",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",32,79,458,351,"0747/53ad6b78a72c44b381c4e0064bf6fe8a.jpg"
"53f35650-e455-4b53-8be4-c3c8271c6466","53f35650-e455-4b53-8be4-c3c8271c6466",758,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Breeding male)",133,169,656,502,"0758/53f35650e4554b538be4c3c8271c6466.jpg"
"54b3e464-16a2-453c-976f-0a0bbafc272b","54b3e464-16a2-453c-976f-0a0bbafc272b",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",14,114,920,511,"0966/54b3e46416a2453c976f0a0bbafc272b.jpg"
"54db1238-2961-452f-a2b6-d43e1b4b520b","54db1238-2961-452f-a2b6-d43e1b4b520b",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",75,143,692,465,"0964/54db12382961452fa2b6d43e1b4b520b.jpg"
"54ea8e77-c7e5-4197-b7fa-00b7020849a7","54ea8e77-c7e5-4197-b7fa-00b7020849a7",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",279,62,699,527,"0881/54ea8e77c7e54197b7fa00b7020849a7.jpg"
"54f27d86-00c0-46b2-b2c9-050c9cc60fe0","54f27d86-00c0-46b2-b2c9-050c9cc60fe0",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",91,158,519,434,"0958/54f27d8600c046b2b2c9050c9cc60fe0.jpg"
"5504848d-7a17-45b7-ab98-b7f449005e39","5504848d-7a17-45b7-ab98-b7f449005e39",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",177,98,435,829,"0958/5504848d7a1745b7ab98b7f449005e39.jpg"
